id,user_id,user_type,business_name,business_list_type,business_list_id,business_slug,business_image,business_review_count,business_rating,business_lattitude,business_longitude,business_address_1,business_address_2,business_address_3,business_city,business_state,business_country,business_phone,business_email,business_zipcode,business_abn,business_website_url,business_default_hours,business_working_hours,business_about,business_services,callout,show_on_home,meta_title,meta_description,meta_keyword,business_review_url,created_at,updated_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1,admin,Safeguard Pest Control,trustpilot,5d13b6c99646e20001aee97d,safeguard-pest-control,//s3-eu-west-1.amazonaws.com/tpd/logos/5d13b6c99646e20001aee97d/0x0.png,316,4.9,0,0,1/22 Malkana Cres,,,,,,,,4510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1,admin,Pest-Ex,trustpilot,54b614e60000ff00057cb66a,pest-ex,//s3-eu-west-1.amazonaws.com/tpd/logos/54b614e60000ff00057cb66a/0x0.png,136,4.9,0,0,,,,,,AU,1300737839,NULL,4227,NULL,www.pest-ex.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/www.pest-ex.com.au,18/10/2020 0:04,18/10/2020 0:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,admin,Rentokil Pest Control Australia,trustpilot,5b637a561788620001d3cc1e,rentokil-pest-control-australia,//s3-eu-west-1.amazonaws.com/tpd/logos/5b637a561788620001d3cc1e/0x0.png,1226,4.8,0,0,Birnie Avenue 3-29,,,Lidcombe,Lidcombe,AU,1300RENTOKIL,NULL,2141,NULL,rentokil.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/rentokil.com.au,18/10/2020 0:05,18/10/2020 0:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1,admin,Competitive Pest Services,trustpilot,5a8a8bfe45e0590001842482,competitive-pest-services,//s3-eu-west-1.amazonaws.com/tpd/logos/5a8a8bfe45e0590001842482/0x0.png,122,4.7,0,0,23 Barr Street,,,Camperdown,Camperdown,AU,1300 766 614,NULL,2050,NULL,competitivepestcontrol.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/competitivepestcontrol.com.au,18/10/2020 0:07,18/10/2020 0:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,admin,Scorpion Pest Management,trustpilot,5d9e8a9f95809300017a24cb,scorpion-pest-management,//s3-eu-west-1.amazonaws.com/tpd/logos/5d9e8a9f95809300017a24cb/0x0.png,30,4.6,0,0,PO BOX 123,,,Glenorchy,Glenorchy,AU,62685397,NULL,7010,NULL,scorpionpest.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/scorpionpest.com.au,18/10/2020 0:09,18/10/2020 0:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1,admin,Ace Pest Control,trustpilot,5af28c874bc191000118f626,ace-pest-control,//s3-eu-west-1.amazonaws.com/tpd/logos/5af28c874bc191000118f626/0x0.png,4,4,0,0,Brisbane,,,Brisbane City,Brisbane City,AU,1800 033 756,NULL,4000,NULL,acepestcontrol.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/acepestcontrol.com.au,18/10/2020 0:09,18/10/2020 0:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1,admin,Chambers Pest Solutions,trustpilot,563248d90000ff000584e956,chambers-pest-solutions,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/563248d90000ff000584e956/57x43.png,4,4,0,0,10 Bradshaw Crescent,,,Perth,,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1,admin,Pest Busters,trustpilot,5d95971000f9a50001039033,pest-busters,//s3-eu-west-1.amazonaws.com/tpd/logos/5d95971000f9a50001039033/0x0.png,2,3.8,0,0,188 Pitt St,,,Sydney,Sydney,AU,1800 441 506,NULL,2000,NULL,pest-busters.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/pest-busters.com.au,18/10/2020 0:09,18/10/2020 0:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1,admin,Responsepest,trustpilot,5cbd879ece708b00017b6b8f,responsepest,,1,3.7,0,0,,,,,,AU,,NULL,4118,NULL,www.responsepest.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/www.responsepest.com.au,18/10/2020 0:09,18/10/2020 0:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1,admin,Gone Pest Control,trustpilot,5db65b08051e370001c2a9f3,gone-pest-control,,0,3.5,0,0,9/82 Eagle Street,,,Brisbane City,Brisbane City,AU,07 3106 3400,NULL,4000,NULL,gonepestcontrol.com.au,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,https://au.trustpilot.com/review/gonepestcontrol.com.au,18/10/2020 0:09,18/10/2020 0:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
